Foundation,url,shade,hex,hue,sat,lightness,red,green,blue
KEVYN AUCOIN Foundation Balm 07,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Medium EF,"(221, 173, 132)",27.6404494382022,0.56687898089172,0.692156862745098,221,173,132
KEVYN AUCOIN Foundation Balm 7.5,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Medium EF,"(223, 171, 132)",25.714285714285698,0.587096774193548,0.696078431372549,223,171,132
KEVYN AUCOIN Foundation Balm 08,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Medium EF,"(217, 167, 123)",28.0851063829787,0.552941176470588,0.666666666666667,217,167,123
KEVYN AUCOIN Foundation Balm 09,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Medium EF,"(210, 163, 126)",26.428571428571402,0.482758620689655,0.658823529411765,210,163,126
KEVYN AUCOIN Foundation Balm 10,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Medium EF,"(207, 154, 115)",25.4347826086957,0.48936170212766,0.6313725490196079,207,154,115
KEVYN AUCOIN Foundation Balm 10.5,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Medium EF,"(207, 157, 109)",29.387755102040803,0.5051546391752579,0.619607843137255,207,157,109
KEVYN AUCOIN Foundation Balm 11,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Medium EF,"(201, 148, 113)",23.8636363636364,0.448979591836735,0.615686274509804,201,148,113
KEVYN AUCOIN Foundation Balm 12,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Deep EF,"(197, 148, 105)",28.043478260869602,0.442307692307692,0.592156862745098,197,148,105
KEVYN AUCOIN Foundation Balm 13,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Deep EF,"(198, 143, 104)",24.893617021276604,0.45192307692307704,0.592156862745098,198,143,104
KEVYN AUCOIN Foundation Balm 14,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Deep EF,"(183, 129, 83)",27.6,0.409836065573771,0.52156862745098,183,129,83
KEVYN AUCOIN Foundation Balm 15,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Deep EF,"(166, 119, 87)",24.303797468354396,0.312252964426877,0.49607843137254903,166,119,87
KEVYN AUCOIN Foundation Balm 16,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,Deep EF,"(150, 112, 85)",24.923076923076895,0.276595744680851,0.46078431372548995,150,112,85
NUDESTIX Nudies Tinted Blur Stick 1,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Light,"(230, 190, 173)",17.8947368421053,0.5327102803738321,0.790196078431373,230,190,173
NUDESTIX Nudies Tinted Blur Stick 2,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Light,"(225, 177, 156)",18.2608695652174,0.534883720930233,0.747058823529412,225,177,156
NUDESTIX Nudies Tinted Blur Stick 3,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Light,"(227, 170, 145)",18.2926829268293,0.594202898550725,0.7294117647058821,227,170,145
NUDESTIX Nudies Tinted Blur Stick 4,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Medium,"(224, 164, 142)",16.097560975609802,0.569444444444445,0.7176470588235291,224,164,142
NUDESTIX Nudies Tinted Blur Stick 5,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Medium,"(213, 153, 121)",20.8695652173913,0.5227272727272729,0.654901960784314,213,153,121
NUDESTIX Nudies Tinted Blur Stick 6,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Medium,"(198, 148, 125)",18.904109589041102,0.390374331550802,0.633333333333333,198,148,125
NUDESTIX Nudies Tinted Blur Stick 7,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Medium,"(198, 134, 111)",15.8620689655172,0.432835820895522,0.605882352941176,198,134,111
NUDESTIX Nudies Tinted Blur Stick 8,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Deep,"(196, 131, 110)",14.651162790697699,0.42156862745097995,0.6,196,131,110
NUDESTIX Nudies Tinted Blur Stick 9,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Deep,"(178, 111, 89)",14.8314606741573,0.3662551440329221,0.523529411764706,178,111,89
NUDESTIX Nudies Tinted Blur Stick 10,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,Deep,"(155, 104, 98)",6.31578947368421,0.22529644268774698,0.49607843137254903,155,104,98
Smashbox Primer + Foundation Customizable Set 0.1,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(233, 201, 175)",26.896551724137897,0.5686274509803921,0.8,233,201,175
Smashbox Primer + Foundation Customizable Set 0.2,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(228, 182, 151)",24.155844155844196,0.587786259541985,0.7431372549019609,228,182,151
Smashbox Primer + Foundation Customizable Set 0.3,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(218, 180, 156)",23.225806451612897,0.455882352941176,0.733333333333333,218,180,156
Smashbox Primer + Foundation Customizable Set 0.5,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(210, 171, 157)",15.8490566037736,0.370629370629371,0.719607843137255,210,171,157
Smashbox Primer + Foundation Customizable Set 1,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(212, 166, 155)",11.5789473684211,0.398601398601399,0.719607843137255,212,166,155
Smashbox Primer + Foundation Customizable Set 1.05,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(218, 182, 148)",29.142857142857103,0.48611111111111105,0.7176470588235291,218,182,148
Smashbox Primer + Foundation Customizable Set 1.1,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(224, 205, 191)",25.4545454545455,0.34736842105263205,0.813725490196078,224,205,191
Smashbox Primer + Foundation Customizable Set 1.15,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(208, 165, 148)",17.0,0.38961038961039,0.6980392156862739,208,165,148
Smashbox Primer + Foundation Customizable Set 1.2,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(213, 180, 159)",23.3333333333333,0.39130434782608703,0.7294117647058821,213,180,159
Smashbox Primer + Foundation Customizable Set 2,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(231, 180, 143)",25.2272727272727,0.647058823529412,0.733333333333333,231,180,143
Smashbox Primer + Foundation Customizable Set 2.1,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(219, 192, 170)",26.9387755102041,0.40495867768595,0.762745098039216,219,192,170
Smashbox Primer + Foundation Customizable Set 2.12,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(217, 162, 124)",24.5161290322581,0.5502958579881659,0.6686274509803921,217,162,124
Smashbox Primer + Foundation Customizable Set 2.15,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(200, 158, 144)",15.0,0.33734939759036103,0.674509803921569,200,158,144
Smashbox Primer + Foundation Customizable Set 2.16,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(224, 162, 126)",22.0408163265306,0.6125,0.686274509803922,224,162,126
Smashbox Primer + Foundation Customizable Set 2.18,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(215, 155, 125)",20.0,0.529411764705882,0.666666666666667,215,155,125
Smashbox Primer + Foundation Customizable Set 2.2,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(212, 181, 156)",26.785714285714302,0.394366197183099,0.7215686274509799,212,181,156
Smashbox Primer + Foundation Customizable Set 2.22,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(215, 160, 124)",23.736263736263698,0.532163742690058,0.664705882352941,215,160,124
Smashbox Primer + Foundation Customizable Set 2.25,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(194, 148, 131)",16.190476190476197,0.34054054054054106,0.6372549019607839,194,148,131
Smashbox Primer + Foundation Customizable Set 2.3,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(208, 173, 148)",25.0,0.38961038961039,0.6980392156862739,208,173,148
Smashbox Primer + Foundation Customizable Set 2.35,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(214, 159, 121)",24.5161290322581,0.531428571428571,0.6568627450980389,214,159,121
Smashbox Primer + Foundation Customizable Set 2.4,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(208, 169, 143)",24.0,0.408805031446541,0.688235294117647,208,169,143
Smashbox Primer + Foundation Customizable Set 3,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(198, 149, 126)",19.1666666666667,0.387096774193548,0.635294117647059,198,149,126
Smashbox Primer + Foundation Customizable Set 3.02,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(213, 157, 122)",23.076923076923105,0.52,0.6568627450980389,213,157,122
Smashbox Primer + Foundation Customizable Set 3.1,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(211, 168, 144)",21.492537313432802,0.43225806451612897,0.696078431372549,211,168,144
Smashbox Primer + Foundation Customizable Set 3.15,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(208, 154, 123)",21.8823529411765,0.474860335195531,0.6490196078431371,208,154,123
Smashbox Primer + Foundation Customizable Set 3.2,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(206, 170, 142)",26.25,0.39506172839506204,0.6823529411764712,206,170,142
Smashbox Primer + Foundation Customizable Set 3.35,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(196, 142, 115)",20.0,0.407035175879397,0.609803921568628,196,142,115
Smashbox Primer + Foundation Customizable Set 4,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(204, 145, 112)",21.5217391304348,0.474226804123711,0.619607843137255,204,145,112
Smashbox Primer + Foundation Customizable Set 4.05,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(197, 127, 103)",15.3191489361702,0.44761904761904797,0.588235294117647,197,127,103
Smashbox Primer + Foundation Customizable Set 4.2,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(173, 122, 100)",18.082191780821898,0.30801687763713104,0.5352941176470589,173,122,100
Smashbox Primer + Foundation Customizable Set 4.25,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(147, 85, 66)",14.0740740740741,0.38028169014084495,0.417647058823529,147,85,66
Smashbox Primer + Foundation Customizable Set 4.3,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(165, 103, 85)",13.5,0.32,0.49019607843137303,165,103,85
Smashbox Primer + Foundation Customizable Set 4.35,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(144, 84, 71)",10.684931506849301,0.33953488372093,0.42156862745097995,144,84,71
Smashbox Primer + Foundation Customizable Set 4.4,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(157, 109, 100)",9.47368421052632,0.22529644268774698,0.503921568627451,157,109,100
Smashbox Primer + Foundation Customizable Set 4.5,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(143, 85, 75)",8.823529411764712,0.31192660550458695,0.42745098039215706,143,85,75
Smashbox Primer + Foundation Customizable Set 4.6,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(143, 78, 68)",8.0,0.355450236966825,0.41372549019607796,143,78,68
Smashbox Primer + Foundation Customizable Set 4.7,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,Smashbox,"(144, 77, 70)",5.67567567567568,0.34579439252336397,0.419607843137255,144,77,70
Armani Beauty Crema Nuda Supreme Glow Reviving Tinted Moisturizer 1,https://www.sephora.com/product/crema-nuda-supreme-glow-reviving-tinted-moisturizer-P419856?icid2=products%20grid:p419856,Nude Glow,"(204, 148, 132)",13.333333333333302,0.413793103448276,0.658823529411765,204,148,132
Armani Beauty Crema Nuda Supreme Glow Reviving Tinted Moisturizer 2,https://www.sephora.com/product/crema-nuda-supreme-glow-reviving-tinted-moisturizer-P419856?icid2=products%20grid:p419856,Light Glow,"(200, 140, 123)",13.2467532467532,0.411764705882353,0.633333333333333,200,140,123
Armani Beauty Crema Nuda Supreme Glow Reviving Tinted Moisturizer 3,https://www.sephora.com/product/crema-nuda-supreme-glow-reviving-tinted-moisturizer-P419856?icid2=products%20grid:p419856,Fair Glow,"(208, 144, 126)",13.170731707317099,0.465909090909091,0.654901960784314,208,144,126
Armani Beauty Crema Nuda Supreme Glow Reviving Tinted Moisturizer 4,https://www.sephora.com/product/crema-nuda-supreme-glow-reviving-tinted-moisturizer-P419856?icid2=products%20grid:p419856,Medium Glow,"(215, 140, 120)",12.6315789473684,0.5428571428571429,0.6568627450980389,215,140,120
Armani Beauty Crema Nuda Supreme Glow Reviving Tinted Moisturizer 5,https://www.sephora.com/product/crema-nuda-supreme-glow-reviving-tinted-moisturizer-P419856?icid2=products%20grid:p419856,Warm Glow,"(196, 126, 111)",10.5882352941176,0.41871921182266,0.601960784313725,196,126,111
KEVYN AUCOIN The Etherealist Foundation 01,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Light EF,"(214, 180, 165)",18.367346938775498,0.374045801526718,0.7431372549019609,214,180,165
KEVYN AUCOIN The Etherealist Foundation 02,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Light EF,"(210, 180, 157)",26.037735849056602,0.370629370629371,0.719607843137255,210,180,157
KEVYN AUCOIN The Etherealist Foundation 03,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Light EF,"(210, 177, 160)",20.4,0.3571428571428571,0.7254901960784309,210,177,160
KEVYN AUCOIN The Etherealist Foundation 04,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Light EF,"(214, 178, 148)",27.2727272727273,0.44594594594594605,0.709803921568627,214,178,148
KEVYN AUCOIN The Etherealist Foundation 05,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Light EF,"(213, 170, 143)",23.142857142857103,0.45454545454545403,0.6980392156862739,213,170,143
KEVYN AUCOIN The Etherealist Foundation 06,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Medium EF,"(205, 169, 153)",18.461538461538503,0.34210526315789497,0.7019607843137249,205,169,153
KEVYN AUCOIN The Etherealist Foundation 07,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Medium EF,"(201, 164, 144)",21.0526315789474,0.345454545454546,0.6764705882352939,201,164,144
KEVYN AUCOIN The Etherealist Foundation 08,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Medium EF,"(200, 168, 141)",27.457627118644098,0.349112426035503,0.6686274509803921,200,168,141
KEVYN AUCOIN The Etherealist Foundation 09,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Medium EF,"(199, 157, 137)",19.3548387096774,0.35632183908046,0.658823529411765,199,157,137
KEVYN AUCOIN The Etherealist Foundation 10,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Medium EF,"(197, 160, 134)",24.761904761904802,0.35195530726257,0.6490196078431371,197,160,134
KEVYN AUCOIN The Etherealist Foundation 11,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Medium EF,"(193, 151, 126)",22.3880597014925,0.350785340314136,0.625490196078431,193,151,126
KEVYN AUCOIN The Etherealist Foundation 12,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Deep EF,"(193, 152, 121)",25.8333333333333,0.36734693877551006,0.615686274509804,193,152,121
KEVYN AUCOIN The Etherealist Foundation 13,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Deep EF,"(175, 129, 92)",26.7469879518072,0.34156378600823106,0.523529411764706,175,129,92
KEVYN AUCOIN The Etherealist Foundation 14,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Deep EF,"(160, 116, 84)",25.2631578947368,0.31147540983606603,0.4784313725490201,160,116,84
KEVYN AUCOIN The Etherealist Foundation 15,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Deep EF,"(157, 114, 90)",21.492537313432802,0.271255060728745,0.484313725490196,157,114,90
KEVYN AUCOIN The Etherealist Foundation 16,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Deep EF,"(143, 100, 84)",16.271186440678,0.25991189427312805,0.445098039215686,143,100,84
Givenchy Teint Couture Everwear 24H Foundation SPF 20 24H,https://www.sephora.com/product/teint-couture-everwear-foundation-P442284?skuId=2193936&icid2=products%20grid:p442284,Givenchy Teint Couture Everwear,"(249, 220, 199)",25.2,0.806451612903226,0.87843137254902,249,220,199
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 110,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Alabaster,"(240, 200, 174)",23.6363636363636,0.6875,0.811764705882353,240,200,174
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 130,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Opal,"(239, 201, 172)",25.9701492537313,0.676767676767677,0.8058823529411758,239,201,172
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 150,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Lace,"(238, 201, 169)",27.826086956521696,0.669902912621359,0.7980392156862751,238,201,169
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 160,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Shell,"(240, 193, 156)",26.428571428571402,0.736842105263158,0.776470588235294,240,193,156
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 220,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Linen,"(239, 192, 152)",27.5862068965517,0.7310924369747901,0.766666666666667,239,192,152
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 240,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Quartz,"(233, 180, 147)",23.0232558139535,0.6615384615384621,0.7450980392156858,233,180,147
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 250,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Sand,"(227, 181, 145)",26.341463414634102,0.594202898550725,0.7294117647058821,227,181,145
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 310,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Silk,"(228, 178, 140)",25.9090909090909,0.619718309859155,0.7215686274509799,228,178,140
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 340,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Oak,"(224, 171, 130)",26.170212765957398,0.602564102564103,0.694117647058824,224,171,130
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 350,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Maple,"(213, 158, 120)",24.5161290322581,0.5254237288135589,0.652941176470588,213,158,120
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 360,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Citrine,"(200, 149, 116)",23.571428571428598,0.43298969072165006,0.619607843137255,200,149,116
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 410,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Sunstone,"(200, 146, 114)",22.325581395348802,0.43877551020408206,0.615686274509804,200,146,114
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 440,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Amber,"(193, 139, 107)",22.325581395348802,0.40952380952381,0.588235294117647,193,139,107
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 450,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Copper,"(179, 124, 102)",17.1428571428571,0.336244541484716,0.5509803921568629,179,124,102
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 510,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Suede,"(159, 116, 97)",18.3870967741935,0.244094488188976,0.501960784313725,159,116,97
Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation 530,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978,Henna,"(160, 114, 98)",15.483870967741899,0.24603174603174602,0.505882352941176,160,114,98
Dior Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill 010,https://www.sephora.com/product/capture-dreamskin-fresh-perfect-cushion-broad-spectrum-spf-50-refill-P435807?icid2=products%20grid:p435807,Ivory,"(251, 212, 180)",27.0422535211268,0.8987341772151899,0.8450980392156858,251,212,180
Dior Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill 020,https://www.sephora.com/product/capture-dreamskin-fresh-perfect-cushion-broad-spectrum-spf-50-refill-P435807?icid2=products%20grid:p435807,Light Beige,"(248, 197, 164)",23.571428571428598,0.857142857142857,0.807843137254902,248,197,164
Dior Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill 025,https://www.sephora.com/product/capture-dreamskin-fresh-perfect-cushion-broad-spectrum-spf-50-refill-P435807?icid2=products%20grid:p435807,Apricot Beige,"(234, 179, 141)",24.5161290322581,0.6888888888888891,0.7352941176470591,234,179,141
Dior Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill 030,https://www.sephora.com/product/capture-dreamskin-fresh-perfect-cushion-broad-spectrum-spf-50-refill-P435807?icid2=products%20grid:p435807,Medium Beige,"(226, 164, 130)",21.25,0.6233766233766229,0.6980392156862739,226,164,130
surratt beauty Surreal Skin Foundation Wand 1,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(245, 207, 172)",28.7671232876712,0.7849462365591401,0.8176470588235291,245,207,172
surratt beauty Surreal Skin Foundation Wand 2,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(242, 195, 161)",25.185185185185198,0.757009345794392,0.790196078431373,242,195,161
surratt beauty Surreal Skin Foundation Wand 3,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(239, 195, 160)",26.582278481012697,0.711711711711712,0.7823529411764709,239,195,160
surratt beauty Surreal Skin Foundation Wand 4,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(228, 182, 143)",27.529411764705895,0.611510791366906,0.7274509803921569,228,182,143
surratt beauty Surreal Skin Foundation Wand 5,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(223, 179, 133)",30.6666666666667,0.5844155844155839,0.6980392156862739,223,179,133
surratt beauty Surreal Skin Foundation Wand 7,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(171, 115, 81)",22.6666666666667,0.3571428571428571,0.494117647058824,171,115,81
surratt beauty Surreal Skin Foundation Wand 8,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(175, 127, 88)",26.896551724137897,0.35222672064777294,0.515686274509804,175,127,88
surratt beauty Surreal Skin Foundation Wand 9,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(177, 125, 84)",26.451612903225797,0.373493975903614,0.511764705882353,177,125,84
surratt beauty Surreal Skin Foundation Wand 10,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(196, 144, 102)",26.808510638297896,0.44339622641509396,0.584313725490196,196,144,102
surratt beauty Surreal Skin Foundation Wand 11,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(174, 126, 86)",27.2727272727273,0.35200000000000004,0.509803921568627,174,126,86
surratt beauty Surreal Skin Foundation Wand 12,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(163, 112, 78)",24.0,0.352697095435685,0.47254901960784296,163,112,78
surratt beauty Surreal Skin Foundation Wand 13,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377,Surreal Skin,"(166, 105, 66)",23.4,0.43103448275862105,0.454901960784314,166,105,66
